"","study","sample","experiment","run","ftp"
"827","SRP079058","SRS1575034","SRX1965478","SRR3936186","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936186/SRR3936186.sra"
"828","SRP079058","SRS1576130","SRX1966573","SRR3937281","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937281/SRR3937281.sra"
"829","SRP079058","SRS1576125","SRX1966569","SRR3937277","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937277/SRR3937277.sra"
"830","SRP079058","SRS1573958","SRX1964402","SRR3935110","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935110/SRR3935110.sra"
"831","SRP079058","SRS1576284","SRX1966725","SRR3937433","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937433/SRR3937433.sra"
"832","SRP079058","SRS1575173","SRX1965617","SRR3936325","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936325/SRR3936325.sra"
"833","SRP079058","SRS1574106","SRX1964551","SRR3935259","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935259/SRR3935259.sra"
"834","SRP079058","SRS1576367","SRX1966807","SRR3937515","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937515/SRR3937515.sra"
"835","SRP079058","SRS1574189","SRX1964633","SRR3935341","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935341/SRR3935341.sra"
"836","SRP079058","SRS1575697","SRX1966142","SRR3936850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936850/SRR3936850.sra"
"837","SRP079058","SRS1574074","SRX1964520","SRR3935228","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935228/SRR3935228.sra"
"838","SRP079058","SRS1574072","SRX1964517","SRR3935225","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935225/SRR3935225.sra"
"839","SRP079058","SRS1576293","SRX1966731","SRR3937439","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937439/SRR3937439.sra"
"840","SRP079058","SRS1576248","SRX1966695","SRR3937403","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937403/SRR3937403.sra"
"841","SRP079058","SRS1575183","SRX1965627","SRR3936335","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936335/SRR3936335.sra"
"842","SRP079058","SRS1573853","SRX1964299","SRR3935007","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935007/SRR3935007.sra"
"843","SRP079058","SRS1573852","SRX1964296","SRR3935004","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935004/SRR3935004.sra"
"844","SRP079058","SRS1575313","SRX1965757","SRR3936465","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936465/SRR3936465.sra"
"845","SRP079058","SRS1574595","SRX1965038","SRR3935746","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935746/SRR3935746.sra"
"846","SRP079058","SRS1576761","SRX1967204","SRR3937912","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937912/SRR3937912.sra"
"847","SRP079058","SRS1573469","SRX1963913","SRR3934621","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934621/SRR3934621.sra"
"848","SRP079058","SRS1574585","SRX1965029","SRR3935737","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935737/SRR3935737.sra"
"849","SRP079058","SRS1575669","SRX1966113","SRR3936821","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936821/SRR3936821.sra"
"850","SRP079058","SRS1576034","SRX1966479","SRR3937187","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937187/SRR3937187.sra"
"851","SRP079058","SRS1574589","SRX1965034","SRR3935742","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935742/SRR3935742.sra"
"852","SRP079058","SRS1575677","SRX1966121","SRR3936829","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936829/SRR3936829.sra"
"853","SRP079058","SRS1574236","SRX1964680","SRR3935388","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935388/SRR3935388.sra"
"854","SRP079058","SRS1575667","SRX1966111","SRR3936819","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936819/SRR3936819.sra"
"855","SRP079058","SRS1573480","SRX1963924","SRR3934632","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934632/SRR3934632.sra"
"856","SRP079058","SRS1575678","SRX1966122","SRR3936830","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936830/SRR3936830.sra"
"857","SRP079058","SRS1573858","SRX1964302","SRR3935010","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935010/SRR3935010.sra"
"858","SRP079058","SRS1574246","SRX1964690","SRR3935398","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935398/SRR3935398.sra"
"859","SRP079058","SRS1574245","SRX1964689","SRR3935397","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935397/SRR3935397.sra"
"860","SRP079058","SRS1575321","SRX1965767","SRR3936475","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936475/SRR3936475.sra"
"861","SRP079058","SRS1576431","SRX1966872","SRR3937580","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937580/SRR3937580.sra"
"862","SRP079058","SRS1574244","SRX1964686","SRR3935394","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935394/SRR3935394.sra"
"863","SRP079058","SRS1575202","SRX1965646","SRR3936354","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936354/SRR3936354.sra"
"864","SRP079058","SRS1573486","SRX1963930","SRR3934638","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934638/SRR3934638.sra"
"865","SRP079058","SRS1576426","SRX1966869","SRR3937577","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937577/SRR3937577.sra"
"866","SRP079058","SRS1575816","SRX1966260","SRR3936968","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936968/SRR3936968.sra"
"867","SRP079058","SRS1574247","SRX1964691","SRR3935399","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935399/SRR3935399.sra"
"868","SRP079058","SRS1573617","SRX1964061","SRR3934769","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934769/SRR3934769.sra"
"869","SRP079058","SRS1574609","SRX1965053","SRR3935761","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935761/SRR3935761.sra"
"870","SRP079058","SRS1576434","SRX1966876","SRR3937584","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937584/SRR3937584.sra"
"871","SRP079058","SRS1574608","SRX1965052","SRR3935760","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935760/SRR3935760.sra"
"872","SRP079058","SRS1576440","SRX1966882","SRR3937590","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937590/SRR3937590.sra"
"873","SRP079058","SRS1574258","SRX1964703","SRR3935411","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935411/SRR3935411.sra"
"874","SRP079058","SRS1575235","SRX1965679","SRR3936387","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936387/SRR3936387.sra"
"875","SRP079058","SRS1574167","SRX1964611","SRR3935319","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935319/SRR3935319.sra"
"876","SRP079058","SRS1574181","SRX1964626","SRR3935334","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935334/SRR3935334.sra"
"877","SRP079058","SRS1576314","SRX1966756","SRR3937464","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937464/SRR3937464.sra"
"878","SRP079058","SRS1574964","SRX1965408","SRR3936116","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936116/SRR3936116.sra"
"879","SRP079058","SRS1574953","SRX1965398","SRR3936106","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936106/SRR3936106.sra"
"880","SRP079058","SRS1574230","SRX1964674","SRR3935382","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935382/SRR3935382.sra"
"881","SRP079058","SRS1574490","SRX1964934","SRR3935642","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935642/SRR3935642.sra"
"882","SRP079058","SRS1576325","SRX1966770","SRR3937478","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937478/SRR3937478.sra"
"883","SRP079058","SRS1575228","SRX1965674","SRR3936382","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936382/SRR3936382.sra"
"884","SRP079058","SRS1575561","SRX1966005","SRR3936713","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936713/SRR3936713.sra"
"885","SRP079058","SRS1575346","SRX1965790","SRR3936498","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936498/SRR3936498.sra"
"886","SRP079058","SRS1576448","SRX1966893","SRR3937601","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937601/SRR3937601.sra"
"887","SRP079058","SRS1573751","SRX1964194","SRR3934902","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934902/SRR3934902.sra"
"888","SRP079058","SRS1575342","SRX1965786","SRR3936494","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936494/SRR3936494.sra"
"889","SRP079058","SRS1575353","SRX1965794","SRR3936502","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936502/SRR3936502.sra"
"890","SRP079058","SRS1575344","SRX1965787","SRR3936495","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936495/SRR3936495.sra"
"891","SRP079058","SRS1574262","SRX1964706","SRR3935414","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935414/SRR3935414.sra"
"892","SRP079058","SRS1574172","SRX1964617","SRR3935325","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935325/SRR3935325.sra"
"893","SRP079058","SRS1575712","SRX1966154","SRR3936862","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936862/SRR3936862.sra"
"894","SRP079058","SRS1576347","SRX1966790","SRR3937498","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937498/SRR3937498.sra"
"895","SRP079058","SRS1575593","SRX1966037","SRR3936745","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936745/SRR3936745.sra"
"896","SRP079058","SRS1574273","SRX1964717","SRR3935425","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935425/SRR3935425.sra"
"897","SRP079058","SRS1576687","SRX1967131","SRR3937839","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937839/SRR3937839.sra"
"898","SRP079058","SRS1573762","SRX1964207","SRR3934915","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934915/SRR3934915.sra"
"899","SRP079058","SRS1575567","SRX1966011","SRR3936719","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936719/SRR3936719.sra"
"900","SRP079058","SRS1574865","SRX1965309","SRR3936017","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936017/SRR3936017.sra"
"901","SRP079058","SRS1573770","SRX1964214","SRR3934922","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934922/SRR3934922.sra"
"902","SRP079058","SRS1575965","SRX1966409","SRR3937117","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937117/SRR3937117.sra"
"903","SRP079058","SRS1574877","SRX1965322","SRR3936030","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936030/SRR3936030.sra"
"904","SRP079058","SRS1574878","SRX1965323","SRR3936031","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936031/SRR3936031.sra"
"905","SRP079058","SRS1574876","SRX1965321","SRR3936029","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936029/SRR3936029.sra"
"906","SRP079058","SRS1575268","SRX1965712","SRR3936420","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936420/SRR3936420.sra"
"907","SRP079058","SRS1575263","SRX1965706","SRR3936414","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936414/SRR3936414.sra"
"908","SRP079058","SRS1575970","SRX1966414","SRR3937122","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937122/SRR3937122.sra"
"909","SRP079058","SRS1574521","SRX1964965","SRR3935673","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935673/SRR3935673.sra"
"910","SRP079058","SRS1575607","SRX1966052","SRR3936760","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936760/SRR3936760.sra"
"911","SRP079058","SRS1573695","SRX1964138","SRR3934846","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934846/SRR3934846.sra"
"912","SRP079058","SRS1573685","SRX1964129","SRR3934837","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934837/SRR3934837.sra"
"913","SRP079058","SRS1573694","SRX1964139","SRR3934847","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934847/SRR3934847.sra"
"914","SRP079058","SRS1575969","SRX1966413","SRR3937121","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937121/SRR3937121.sra"
"915","SRP079058","SRS1574519","SRX1964963","SRR3935671","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935671/SRR3935671.sra"
"916","SRP079058","SRS1574165","SRX1964609","SRR3935317","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935317/SRR3935317.sra"
"917","SRP079058","SRS1574080","SRX1964525","SRR3935233","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935233/SRR3935233.sra"
"918","SRP079058","SRS1575271","SRX1965716","SRR3936424","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936424/SRR3936424.sra"
"919","SRP079058","SRS1574061","SRX1964506","SRR3935214","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935214/SRR3935214.sra"
"920","SRP079058","SRS1576315","SRX1966762","SRR3937470","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937470/SRR3937470.sra"
"921","SRP079058","SRS1574065","SRX1964509","SRR3935217","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935217/SRR3935217.sra"
"922","SRP079058","SRS1576245","SRX1966688","SRR3937396","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937396/SRR3937396.sra"
"923","SRP079058","SRS1574058","SRX1964502","SRR3935210","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935210/SRR3935210.sra"
"924","SRP079058","SRS1576710","SRX1967153","SRR3937861","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937861/SRR3937861.sra"
"925","SRP079058","SRS1573430","SRX1963874","SRR3934582","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934582/SRR3934582.sra"
"926","SRP079058","SRS1574424","SRX1964868","SRR3935576","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935576/SRR3935576.sra"
"927","SRP079058","SRS1575130","SRX1965576","SRR3936284","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936284/SRR3936284.sra"
"928","SRP079058","SRS1576603","SRX1967045","SRR3937753","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937753/SRR3937753.sra"
"929","SRP079058","SRS1574040","SRX1964484","SRR3935192","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935192/SRR3935192.sra"
"930","SRP079058","SRS1574195","SRX1964640","SRR3935348","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935348/SRR3935348.sra"
"931","SRP079058","SRS1573321","SRX1963765","SRR3934473","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934473/SRR3934473.sra"
"932","SRP079058","SRS1575022","SRX1965466","SRR3936174","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936174/SRR3936174.sra"
"933","SRP079058","SRS1576595","SRX1967037","SRR3937745","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937745/SRR3937745.sra"
"934","SRP079058","SRS1574297","SRX1964742","SRR3935450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935450/SRR3935450.sra"
"935","SRP079058","SRS1575381","SRX1965824","SRR3936532","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936532/SRR3936532.sra"
"936","SRP079058","SRS1576111","SRX1966555","SRR3937263","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937263/SRR3937263.sra"
"937","SRP079058","SRS1574306","SRX1964749","SRR3935457","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935457/SRR3935457.sra"
"938","SRP079058","SRS1573949","SRX1964393","SRR3935101","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935101/SRR3935101.sra"
"939","SRP079058","SRS1575399","SRX1965844","SRR3936552","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936552/SRR3936552.sra"
"940","SRP079058","SRS1575393","SRX1965837","SRR3936545","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936545/SRR3936545.sra"
"941","SRP079058","SRS1576117","SRX1966561","SRR3937269","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937269/SRR3937269.sra"
"942","SRP079058","SRS1576387","SRX1966829","SRR3937537","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937537/SRR3937537.sra"
"943","SRP079058","SRS1576375","SRX1966819","SRR3937527","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937527/SRR3937527.sra"
"944","SRP079058","SRS1573914","SRX1964358","SRR3935066","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935066/SRR3935066.sra"
"945","SRP079058","SRS1576373","SRX1966815","SRR3937523","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937523/SRR3937523.sra"
"946","SRP079058","SRS1576374","SRX1966816","SRR3937524","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937524/SRR3937524.sra"
"947","SRP079058","SRS1575633","SRX1966078","SRR3936786","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936786/SRR3936786.sra"
"948","SRP079058","SRS1576132","SRX1966576","SRR3937284","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937284/SRR3937284.sra"
"949","SRP079058","SRS1576127","SRX1966571","SRR3937279","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937279/SRR3937279.sra"
"950","SRP079058","SRS1575031","SRX1965475","SRR3936183","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936183/SRR3936183.sra"
"951","SRP079058","SRS1576122","SRX1966566","SRR3937274","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937274/SRR3937274.sra"
"952","SRP079058","SRS1575170","SRX1965614","SRR3936322","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936322/SRR3936322.sra"
"953","SRP079058","SRS1574101","SRX1964544","SRR3935252","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935252/SRR3935252.sra"
"954","SRP079058","SRS1575181","SRX1965626","SRR3936334","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936334/SRR3936334.sra"
"955","SRP079058","SRS1574109","SRX1964552","SRR3935260","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935260/SRR3935260.sra"
"956","SRP079058","SRS1574527","SRX1964972","SRR3935680","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935680/SRR3935680.sra"
"957","SRP079058","SRS1574152","SRX1964596","SRR3935304","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935304/SRR3935304.sra"
"958","SRP079058","SRS1575689","SRX1966134","SRR3936842","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936842/SRR3936842.sra"
"959","SRP079058","SRS1574162","SRX1964605","SRR3935313","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935313/SRR3935313.sra"
"960","SRP079058","SRS1576712","SRX1967157","SRR3937865","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937865/SRR3937865.sra"
"961","SRP079058","SRS1576290","SRX1966733","SRR3937441","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937441/SRR3937441.sra"
