"","study","sample","experiment","run","ftp"
"2898","SRP079058","SRS1574215","SRX1964659","SRR3935367","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935367/SRR3935367.sra"
"2899","SRP079058","SRS1576390","SRX1966836","SRR3937544","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937544/SRR3937544.sra"
"2900","SRP079058","SRS1574213","SRX1964657","SRR3935365","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935365/SRR3935365.sra"
"2901","SRP079058","SRS1576402","SRX1966818","SRR3937526","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937526/SRR3937526.sra"
"2902","SRP079058","SRS1575292","SRX1965736","SRR3936444","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936444/SRR3936444.sra"
"2903","SRP079058","SRS1576413","SRX1966856","SRR3937564","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937564/SRR3937564.sra"
"2904","SRP079058","SRS1576406","SRX1966849","SRR3937557","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937557/SRR3937557.sra"
"2905","SRP079058","SRS1576412","SRX1966854","SRR3937562","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937562/SRR3937562.sra"
"2906","SRP079058","SRS1575406","SRX1965849","SRR3936557","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936557/SRR3936557.sra"
"2907","SRP079058","SRS1575407","SRX1965852","SRR3936560","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936560/SRR3936560.sra"
"2908","SRP079058","SRS1576188","SRX1966631","SRR3937339","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937339/SRR3937339.sra"
"2909","SRP079058","SRS1574375","SRX1964818","SRR3935526","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935526/SRR3935526.sra"
"2910","SRP079058","SRS1574932","SRX1965376","SRR3936084","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936084/SRR3936084.sra"
"2911","SRP079058","SRS1575078","SRX1965523","SRR3936231","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936231/SRR3936231.sra"
"2912","SRP079058","SRS1576022","SRX1966467","SRR3937175","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937175/SRR3937175.sra"
"2913","SRP079058","SRS1574335","SRX1964779","SRR3935487","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935487/SRR3935487.sra"
"2914","SRP079058","SRS1573577","SRX1964022","SRR3934730","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934730/SRR3934730.sra"
"2915","SRP079058","SRS1574372","SRX1964816","SRR3935524","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935524/SRR3935524.sra"
"2916","SRP079058","SRS1575086","SRX1965530","SRR3936238","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936238/SRR3936238.sra"
"2917","SRP079058","SRS1573905","SRX1964349","SRR3935057","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935057/SRR3935057.sra"
"2918","SRP079058","SRS1576015","SRX1966461","SRR3937169","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937169/SRR3937169.sra"
"2919","SRP079058","SRS1576014","SRX1966458","SRR3937166","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937166/SRR3937166.sra"
"2920","SRP079058","SRS1576016","SRX1966460","SRR3937168","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937168/SRR3937168.sra"
"2921","SRP079058","SRS1576006","SRX1966451","SRR3937159","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937159/SRR3937159.sra"
"2922","SRP079058","SRS1574908","SRX1965352","SRR3936060","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936060/SRR3936060.sra"
"2923","SRP079058","SRS1575438","SRX1965882","SRR3936590","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936590/SRR3936590.sra"
"2924","SRP079058","SRS1575774","SRX1966218","SRR3936926","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936926/SRR3936926.sra"
"2925","SRP079058","SRS1573580","SRX1964024","SRR3934732","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934732/SRR3934732.sra"
"2926","SRP079058","SRS1573367","SRX1963811","SRR3934519","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934519/SRR3934519.sra"
"2927","SRP079058","SRS1574695","SRX1965140","SRR3935848","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935848/SRR3935848.sra"
"2928","SRP079058","SRS1573885","SRX1964329","SRR3935037","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935037/SRR3935037.sra"
"2929","SRP079058","SRS1574983","SRX1965427","SRR3936135","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936135/SRR3936135.sra"
"2930","SRP079058","SRS1574981","SRX1965425","SRR3936133","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936133/SRR3936133.sra"
"2931","SRP079058","SRS1575069","SRX1965513","SRR3936221","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936221/SRR3936221.sra"
"2932","SRP079058","SRS1574828","SRX1965271","SRR3935979","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935979/SRR3935979.sra"
"2933","SRP079058","SRS1575067","SRX1965511","SRR3936219","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936219/SRR3936219.sra"
"2934","SRP079058","SRS1574740","SRX1965184","SRR3935892","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935892/SRR3935892.sra"
"2935","SRP079058","SRS1576546","SRX1966991","SRR3937699","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937699/SRR3937699.sra"
"2936","SRP079058","SRS1573658","SRX1964102","SRR3934810","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934810/SRR3934810.sra"
"2937","SRP079058","SRS1573283","SRX1963727","SRR3934435","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934435/SRR3934435.sra"
"2938","SRP079058","SRS1573275","SRX1963719","SRR3934427","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934427/SRR3934427.sra"
"2939","SRP079058","SRS1576549","SRX1966992","SRR3937700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937700/SRR3937700.sra"
"2940","SRP079058","SRS1574947","SRX1965391","SRR3936099","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936099/SRR3936099.sra"
"2941","SRP079058","SRS1576783","SRX1967226","SRR3937934","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937934/SRR3937934.sra"
"2942","SRP079058","SRS1575818","SRX1966262","SRR3936970","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936970/SRR3936970.sra"
"2943","SRP079058","SRS1574484","SRX1964928","SRR3935636","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935636/SRR3935636.sra"
"2944","SRP079058","SRS1576671","SRX1967115","SRR3937823","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937823/SRR3937823.sra"
"2945","SRP079058","SRS1576189","SRX1966633","SRR3937341","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937341/SRR3937341.sra"
"2946","SRP079058","SRS1576548","SRX1966990","SRR3937698","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937698/SRR3937698.sra"
"2947","SRP079058","SRS1576666","SRX1967109","SRR3937817","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937817/SRR3937817.sra"
"2948","SRP079058","SRS1576235","SRX1966675","SRR3937383","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937383/SRR3937383.sra"
"2949","SRP079058","SRS1574048","SRX1964492","SRR3935200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935200/SRR3935200.sra"
"2950","SRP079058","SRS1575077","SRX1965521","SRR3936229","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936229/SRR3936229.sra"
"2951","SRP079058","SRS1574294","SRX1964738","SRR3935446","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935446/SRR3935446.sra"
"2952","SRP079058","SRS1576663","SRX1967106","SRR3937814","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937814/SRR3937814.sra"
"2953","SRP079058","SRS1576664","SRX1967107","SRR3937815","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937815/SRR3937815.sra"
"2954","SRP079058","SRS1575076","SRX1965520","SRR3936228","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936228/SRR3936228.sra"
"2955","SRP079058","SRS1574993","SRX1965437","SRR3936145","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936145/SRR3936145.sra"
"2956","SRP079058","SRS1574987","SRX1965431","SRR3936139","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936139/SRR3936139.sra"
"2957","SRP079058","SRS1574921","SRX1965365","SRR3936073","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936073/SRR3936073.sra"
"2958","SRP079058","SRS1575087","SRX1965535","SRR3936243","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936243/SRR3936243.sra"
"2959","SRP079058","SRS1574720","SRX1965164","SRR3935872","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935872/SRR3935872.sra"
"2960","SRP079058","SRS1575085","SRX1965529","SRR3936237","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936237/SRR3936237.sra"
"2961","SRP079058","SRS1575437","SRX1965881","SRR3936589","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936589/SRR3936589.sra"
"2962","SRP079058","SRS1573845","SRX1964286","SRR3934994","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934994/SRR3934994.sra"
"2963","SRP079058","SRS1573831","SRX1964275","SRR3934983","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934983/SRR3934983.sra"
"2964","SRP079058","SRS1574896","SRX1965342","SRR3936050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936050/SRR3936050.sra"
"2965","SRP079058","SRS1573596","SRX1964040","SRR3934748","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934748/SRR3934748.sra"
"2966","SRP079058","SRS1574683","SRX1965128","SRR3935836","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935836/SRR3935836.sra"
"2967","SRP079058","SRS1574701","SRX1965144","SRR3935852","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935852/SRR3935852.sra"
"2968","SRP079058","SRS1575788","SRX1966233","SRR3936941","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936941/SRR3936941.sra"
"2969","SRP079058","SRS1576300","SRX1966746","SRR3937454","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937454/SRR3937454.sra"
"2970","SRP079058","SRS1574834","SRX1965279","SRR3935987","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935987/SRR3935987.sra"
"2971","SRP079058","SRS1575834","SRX1966278","SRR3936986","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936986/SRR3936986.sra"
"2972","SRP079058","SRS1576066","SRX1966510","SRR3937218","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937218/SRR3937218.sra"
"2973","SRP079058","SRS1576065","SRX1966509","SRR3937217","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937217/SRR3937217.sra"
"2974","SRP079058","SRS1574823","SRX1965267","SRR3935975","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935975/SRR3935975.sra"
"2975","SRP079058","SRS1576214","SRX1966657","SRR3937365","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937365/SRR3937365.sra"
"2976","SRP079058","SRS1575211","SRX1965655","SRR3936363","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936363/SRR3936363.sra"
"2977","SRP079058","SRS1576062","SRX1966506","SRR3937214","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937214/SRR3937214.sra"
"2978","SRP079058","SRS1576212","SRX1966652","SRR3937360","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937360/SRR3937360.sra"
"2979","SRP079058","SRS1574985","SRX1965429","SRR3936137","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936137/SRR3936137.sra"
"2980","SRP079058","SRS1576075","SRX1966520","SRR3937228","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937228/SRR3937228.sra"
"2981","SRP079058","SRS1575467","SRX1965908","SRR3936616","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936616/SRR3936616.sra"
"2982","SRP079058","SRS1576213","SRX1966654","SRR3937362","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937362/SRR3937362.sra"
"2983","SRP079058","SRS1576582","SRX1967028","SRR3937736","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937736/SRR3937736.sra"
"2984","SRP079058","SRS1573533","SRX1963977","SRR3934685","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934685/SRR3934685.sra"
"2985","SRP079058","SRS1576578","SRX1967021","SRR3937729","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937729/SRR3937729.sra"
"2986","SRP079058","SRS1573295","SRX1963739","SRR3934447","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934447/SRR3934447.sra"
"2987","SRP079058","SRS1575369","SRX1965813","SRR3936521","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936521/SRR3936521.sra"
"2988","SRP079058","SRS1574675","SRX1965119","SRR3935827","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935827/SRR3935827.sra"
"2989","SRP079058","SRS1574673","SRX1965118","SRR3935826","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935826/SRR3935826.sra"
"2990","SRP079058","SRS1573942","SRX1964385","SRR3935093","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935093/SRR3935093.sra"
"2991","SRP079058","SRS1573569","SRX1964013","SRR3934721","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934721/SRR3934721.sra"
"2992","SRP079058","SRS1575116","SRX1965562","SRR3936270","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936270/SRR3936270.sra"
"2993","SRP079058","SRS1575732","SRX1966173","SRR3936881","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936881/SRR3936881.sra"
"2994","SRP079058","SRS1576084","SRX1966529","SRR3937237","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937237/SRR3937237.sra"
"2995","SRP079058","SRS1574914","SRX1965358","SRR3936066","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936066/SRR3936066.sra"
"2996","SRP079058","SRS1574676","SRX1965120","SRR3935828","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935828/SRR3935828.sra"
"2997","SRP079058","SRS1575433","SRX1965877","SRR3936585","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936585/SRR3936585.sra"
"2998","SRP079058","SRS1574999","SRX1965443","SRR3936151","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936151/SRR3936151.sra"
"2999","SRP079058","SRS1576082","SRX1966525","SRR3937233","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937233/SRR3937233.sra"
"3000","SRP079058","SRS1573841","SRX1964288","SRR3934996","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934996/SRR3934996.sra"
"3001","SRP079058","SRS1574923","SRX1965367","SRR3936075","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936075/SRR3936075.sra"
"3002","SRP079058","SRS1576551","SRX1966989","SRR3937697","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937697/SRR3937697.sra"
"3003","SRP079058","SRS1575644","SRX1966088","SRR3936796","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936796/SRR3936796.sra"
"3004","SRP079058","SRS1573828","SRX1964271","SRR3934979","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934979/SRR3934979.sra"
"3005","SRP079058","SRS1575777","SRX1966224","SRR3936932","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936932/SRR3936932.sra"
"3006","SRP079058","SRS1574685","SRX1965130","SRR3935838","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935838/SRR3935838.sra"
"3007","SRP079058","SRS1575776","SRX1966220","SRR3936928","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936928/SRR3936928.sra"
"3008","SRP079058","SRS1574969","SRX1965413","SRR3936121","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936121/SRR3936121.sra"
"3009","SRP079058","SRS1576050","SRX1966495","SRR3937203","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937203/SRR3937203.sra"
"3010","SRP079058","SRS1574984","SRX1965428","SRR3936136","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936136/SRR3936136.sra"
"3011","SRP079058","SRS1576543","SRX1966984","SRR3937692","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937692/SRR3937692.sra"
"3012","SRP079058","SRS1574831","SRX1965274","SRR3935982","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935982/SRR3935982.sra"
"3013","SRP079058","SRS1575062","SRX1965505","SRR3936213","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936213/SRR3936213.sra"
"3014","SRP079058","SRS1576208","SRX1966647","SRR3937355","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937355/SRR3937355.sra"
"3015","SRP079058","SRS1573258","SRX1963702","SRR3934410","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934410/SRR3934410.sra"
"3016","SRP079058","SRS1576063","SRX1966507","SRR3937215","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937215/SRR3937215.sra"
"3017","SRP079058","SRS1573622","SRX1964066","SRR3934774","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934774/SRR3934774.sra"
"3018","SRP079058","SRS1575990","SRX1966433","SRR3937141","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937141/SRR3937141.sra"
"3019","SRP079058","SRS1573819","SRX1964263","SRR3934971","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934971/SRR3934971.sra"
"3020","SRP079058","SRS1573440","SRX1963884","SRR3934592","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934592/SRR3934592.sra"
"3021","SRP079058","SRS1574208","SRX1964652","SRR3935360","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935360/SRR3935360.sra"
"3022","SRP079058","SRS1574217","SRX1964658","SRR3935366","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935366/SRR3935366.sra"
"3023","SRP079058","SRS1576136","SRX1966581","SRR3937289","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937289/SRR3937289.sra"
"3024","SRP079058","SRS1576513","SRX1966956","SRR3937664","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937664/SRR3937664.sra"
"3025","SRP079058","SRS1575403","SRX1965847","SRR3936555","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936555/SRR3936555.sra"
"3026","SRP079058","SRS1574331","SRX1964775","SRR3935483","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935483/SRR3935483.sra"
"3027","SRP079058","SRS1575046","SRX1965488","SRR3936196","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936196/SRR3936196.sra"
"3028","SRP079058","SRS1575079","SRX1965526","SRR3936234","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936234/SRR3936234.sra"
"3029","SRP079058","SRS1573384","SRX1963828","SRR3934536","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934536/SRR3934536.sra"
"3030","SRP079058","SRS1575045","SRX1965487","SRR3936195","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936195/SRR3936195.sra"
"3031","SRP079058","SRS1574461","SRX1964905","SRR3935613","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935613/SRR3935613.sra"
